"STATIONS_ID";"STDA_RSK";"STDA_SDK";"STDA_TMK";"Variabilitaetsscore"
856;6,25001591139291;4,65985755968072;7,37636326051113;6,6077926505214
891;4,38059713464988;4,44263344229591;6,13331136887244;5,44463293671262
