Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Anzahl_Fehlwerte;Beschreibung;eor;                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;31.03.1905;05.04.1905;6;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;11.04.1905;22.04.1905;12;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;24.04.1905;24.04.1905;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;26.04.1905;22.05.1905;27;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;25.05.1905;06.10.1905;135;;eor;                                                                                                                                            
2290;Hohenpeiﬂenberg;SHK_TAG;18.10.1905;19.10.1905;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;31.10.1905;08.11.1905;9;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;20.11.1905;27.11.1905;8;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;29.11.1905;09.12.1905;11;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;11.12.1905;30.12.1905;20;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;06.01.1906;08.01.1906;3;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;13.01.1906;19.01.1906;7;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;26.01.1906;26.01.1906;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;30.01.1906;31.01.1906;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;07.03.1906;10.03.1906;4;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;12.03.1906;12.03.1906;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;16.03.1906;19.03.1906;4;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;06.04.1906;23.04.1906;18;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;27.04.1906;27.04.1906;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;29.04.1906;19.05.1906;21;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;21.05.1906;19.11.1906;183;;eor;                                                                                                                                            
2290;Hohenpeiﬂenberg;SHK_TAG;22.11.1906;01.12.1906;10;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;04.12.1906;04.12.1906;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;30.03.1907;27.04.1907;29;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;03.05.1907;19.05.1907;17;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;21.05.1907;14.11.1907;178;;eor;                                                                                                                                            
2290;Hohenpeiﬂenberg;SHK_TAG;16.11.1907;03.12.1907;18;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;05.12.1907;06.12.1907;2;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;09.12.1907;12.12.1907;4;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;14.12.1907;14.12.1907;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;20.12.1907;24.12.1907;5;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;28.01.1908;28.01.1908;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;23.02.1908;23.02.1908;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;11.03.1908;11.03.1908;1;;eor;                                                                                                                                              
2290;Hohenpeiﬂenberg;SHK_TAG;22.03.1908;31.03.1908;10;;eor;                                                                                                                                             
2290;Hohenpeiﬂenberg;SHK_TAG;04.04.1908;05.04.1908;2;;eor;                                                                                                                                              
