STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        856;20030201;-999;-999;   3.1;    3;   0.0;   0;    7.200;-999;  -999;   2.7;  954.50;   -6.9;   76.00;   -1.0;  -12.8;   -4.7;eor
        856;20030202;-999;-999;   2.6;    3;   0.4;   4;    0.000;-999;  -999;   3.3;  949.00;   -5.9;   82.00;    1.5;  -14.1;   -5.0;eor
        856;20030203;-999;-999;   4.0;    3;   4.5;   4;    0.500;-999;  -999;   4.7;  935.60;    3.0;   62.00;    5.7;   -0.9;   -0.9;eor
        856;20030204;-999;-999;   2.8;    3;   1.1;   4;    0.000;-999;  -999;   5.5;  929.10;   -0.3;   92.00;    2.0;   -1.8;   -0.8;eor
        856;20030205;-999;-999;   6.4;    3;   1.1;   4;    0.100;-999;  -999;   4.7;  936.70;   -1.7;   87.00;    0.0;   -3.8;   -1.6;eor
        856;20030206;-999;-999;   5.1;    3;   1.0;   4;    0.000;-999;  -999;   4.6;  949.30;   -2.5;   90.00;   -1.3;   -3.6;   -0.4;eor
        856;20030207;-999;-999;   4.1;    3;   1.3;   4;    1.400;-999;  -999;   3.8;  958.00;   -2.0;   73.00;    0.0;   -3.9;   -0.4;eor
        856;20030208;-999;-999;   2.6;    3;  12.1;   4;    0.000;-999;  -999;   5.7;  957.00;   -0.8;   98.00;    0.1;   -2.6;   -0.2;eor
        856;20030209;-999;-999;   2.0;    3;   0.0;   0;    0.000;-999;  -999;   4.4;  955.90;   -4.0;   96.00;   -1.2;   -5.9;    0.0;eor
        856;20030210;-999;-999;   1.8;    3;   0.0;   0;    0.000;-999;  -999;   4.0;  956.90;   -5.3;   96.00;   -4.4;   -6.3;    0.0;eor
        856;20030211;-999;-999;   1.9;    3;   0.0;   4;    0.000;-999;  -999;   3.7;  960.80;   -5.8;   93.00;   -4.8;   -6.7;    0.0;eor
        856;20030212;-999;-999;   2.1;    3;   0.0;   0;    2.500;-999;  -999;   3.2;  960.20;   -6.7;   87.00;   -4.9;  -11.1;   -0.4;eor
        856;20030213;-999;-999;   1.6;    3;   0.0;   0;    3.200;-999;  -999;   2.9;  957.30;   -8.1;   89.00;   -4.0;  -10.2;   -0.4;eor
        856;20030214;-999;-999;   1.1;    3;   0.0;   4;    1.500;-999;  -999;   3.0;  958.20;   -7.9;   90.00;   -4.1;  -12.2;   -0.4;eor
        856;20030215;-999;-999;   1.2;    3;   0.1;   4;    2.500;-999;  -999;   2.9;  961.70;   -9.1;   91.00;   -4.2;  -15.6;   -0.7;eor
        856;20030216;-999;-999;   4.7;    3;   0.6;   4;    5.600;-999;  -999;   3.3;  962.50;   -6.0;   84.00;   -2.9;   -8.8;   -0.4;eor
        856;20030217;-999;-999;   3.1;    3;   0.0;   0;    8.100;-999;  -999;   3.0;  963.30;   -7.3;   84.00;   -2.7;  -11.6;   -0.8;eor
        856;20030218;-999;-999;   2.7;    3;   0.0;   4;    7.500;-999;  -999;   2.5;  959.00;   -8.4;   78.00;   -3.7;  -13.6;  -16.8;eor
        856;20030219;-999;-999;   3.3;    3;   0.2;   4;    9.700;-999;  -999;   2.8;  953.70;   -8.2;   84.00;   -3.4;  -15.4;  -17.9;eor
        856;20030220;-999;-999;   2.2;    3;   0.0;   0;    9.800;-999;  -999;   3.4;  949.40;   -5.5;   83.00;    2.2;  -11.4;  -14.9;eor
        856;20030221;-999;-999;   1.4;    3;   0.0;   0;    4.500;-999;  -999;   3.9;  955.50;   -5.4;   94.00;   -0.5;  -10.8;  -13.4;eor
        856;20030222;-999;-999;   1.2;    3;   0.0;   0;    5.000;-999;  -999;   3.9;  960.70;   -5.7;   97.00;   -1.4;  -10.4;  -14.0;eor
        856;20030223;-999;-999;   1.2;    3;   0.0;   0;    9.200;-999;  -999;   4.2;  964.70;   -4.4;   92.00;    5.3;  -11.0;  -13.8;eor
        856;20030224;-999;-999;   1.6;    3;   0.0;   0;   10.000;-999;  -999;   3.8;  963.20;   -3.6;   83.00;    3.7;   -9.5;  -13.6;eor
        856;20030225;-999;-999;   1.6;    3;   0.0;   0;   10.400;-999;  -999;   3.7;  957.00;   -2.2;   74.00;   -999;   -999;-999;eor
        856;20030226;-999;-999;   2.4;    3;   0.0;   0;   10.400;-999;  -999;   3.7;  952.10;    1.1;   57.00;   -999;   -999;-999;eor
        856;20030227;-999;-999;   1.6;    3;   0.0;   0;   10.400;-999;  -999;   3.3;  952.10;    1.0;   53.00;   12.2;   -5.9;   -9.8;eor
        856;20030228;-999;-999;   1.7;    3;   0.0;   0;    9.900;-999;  -999;   4.3;  959.40;    3.8;   55.00;   12.6;   -3.5;   -7.3;eor
        856;20030301;-999;-999;   1.6;    3;   0.1;   4;    0.100;-999;  -999;   5.9;  956.70;    3.8;   74.00;    9.1;   -0.5;   -3.5;eor
        856;20030302;-999;-999;   2.3;    3;   5.9;   4;    2.700;-999;  -999;   7.3;  949.90;    3.9;   90.00;    8.2;   -0.3;   -2.2;eor
        856;20030303;-999;-999;   2.9;    3;   0.4;   4;    0.000;-999;  -999;   6.6;  953.10;    3.2;   85.00;    4.1;    1.8;    0.7;eor
        856;20030304;-999;-999;   1.7;    3;   0.0;   0;   10.500;-999;  -999;   5.8;  957.80;    2.9;   79.00;    8.5;   -1.4;   -3.6;eor
        856;20030305;-999;-999;   1.9;    3;   0.0;   4;    3.300;-999;  -999;   5.5;  955.60;    2.9;   75.00;   10.0;   -2.8;   -4.1;eor
        856;20030306;-999;-999;   2.8;    3;  10.8;   4;    2.400;-999;  -999;   6.2;  950.40;    1.2;   93.00;    4.7;   -1.8;   -3.4;eor
        856;20030307;-999;-999;   3.7;    3;   0.7;   0;    0.800;-999;  -999;   7.0;  957.10;    2.5;   96.00;    5.6;   -1.3;   -2.1;eor
        856;20030308;-999;-999;   2.5;    3;   0.2;   4;    3.400;-999;  -999;   6.0;  958.60;    2.6;   83.00;    6.6;   -2.7;   -4.2;eor
        856;20030309;-999;-999;   2.9;    3;   0.0;   0;    0.400;-999;  -999;   5.4;  959.30;    6.4;   59.00;   11.3;   -0.2;   -3.0;eor
        856;20030310;-999;-999;   2.3;    3;   0.0;   0;   11.100;-999;  -999;   5.0;  961.10;   10.0;   42.00;   16.4;    4.2;   -0.3;eor
        856;20030311;-999;-999;   2.7;    3;   0.0;   4;    4.900;-999;  -999;   5.6;  957.40;   11.6;   43.00;   17.3;    3.9;    1.2;eor
        856;20030312;-999;-999;   4.0;    3;  15.4;   4;    0.100;-999;  -999;   6.9;  955.90;    7.3;   72.00;   13.9;    2.4;    2.4;eor
        856;20030313;-999;-999;   3.3;    3;   0.5;   4;    0.500;-999;  -999;   6.0;  963.30;    2.6;   81.00;    4.5;   -0.7;   -2.5;eor
        856;20030314;-999;-999;   2.4;    3;   0.2;   4;    3.800;-999;  -999;   4.5;  964.50;   -0.4;   76.00;    2.6;   -2.3;   -3.2;eor
        856;20030315;-999;-999;   4.1;    3;   0.2;   4;    1.300;-999;  -999;   4.9;  969.90;   -0.6;   84.00;    1.7;   -2.7;   -4.4;eor
        856;20030316;-999;-999;   2.3;    3;   0.0;   0;    4.600;-999;  -999;   4.7;  972.80;    0.9;   73.00;    4.5;   -2.4;   -5.7;eor
        856;20030317;-999;-999;   1.4;    3;   0.0;   0;   10.800;-999;  -999;   4.5;  965.90;    1.9;   67.00;    8.4;   -3.9;   -6.6;eor
        856;20030318;-999;-999;   1.8;    3;   0.0;   0;   10.400;-999;  -999;   5.3;  963.50;    2.3;   75.00;    8.6;   -2.9;   -5.6;eor
        856;20030319;-999;-999;   1.7;    3;   0.0;   0;   10.400;-999;  -999;   5.4;  960.60;    3.5;   71.00;   10.3;   -3.7;   -5.3;eor
        856;20030320;-999;-999;   2.5;    3;   0.0;   0;   11.100;-999;  -999;   5.5;  957.80;    5.3;   63.00;   11.4;   -0.7;   -4.1;eor
        856;20030321;-999;-999;   4.3;    3;   0.2;   4;    8.800;-999;  -999;   5.0;  958.00;    1.7;   73.00;    7.0;   -3.0;   -5.6;eor
        856;20030322;-999;-999;   4.9;    3;   0.2;   4;   11.500;-999;  -999;   2.9;  959.70;   -0.1;   50.00;    6.3;   -5.4;   -8.0;eor
        856;20030323;-999;-999;   2.9;    3;   0.0;   0;   11.800;-999;  -999;   3.5;  961.70;    3.0;   50.00;   12.0;   -4.9;   -8.0;eor
        856;20030324;-999;-999;   1.6;    3;   0.0;   0;   11.500;-999;  -999;   5.1;  962.20;    7.0;   54.00;   16.4;   -2.0;   -6.3;eor
        856;20030325;-999;-999;   1.6;    3;   0.0;   0;   11.200;-999;  -999;   5.4;  958.20;    8.4;   52.00;   16.1;    0.4;   -3.5;eor
        856;20030326;-999;-999;   2.2;    3;   0.0;   0;   10.100;-999;  -999;   6.6;  953.80;    8.2;   63.00;   16.0;    0.3;   -2.6;eor
        856;20030327;-999;-999;   1.5;    3;   0.0;   0;    9.200;-999;  -999;   6.6;  952.80;    9.9;   58.00;   18.3;    1.1;   -2.5;eor
        856;20030328;-999;-999;   1.8;    3;   0.0;   4;   10.000;-999;  -999;   6.9;  950.50;   10.6;   57.00;   18.5;    2.8;   -0.2;eor
        856;20030329;-999;-999;   1.3;    3;   0.5;   4;    2.100;-999;  -999;   8.9;  949.70;   10.4;   71.00;   15.9;    7.0;    5.1;eor
        856;20030330;-999;-999;   1.6;    3;  12.3;   4;    6.500;-999;  -999;  10.0;  949.50;   11.9;   74.00;   17.6;    7.7;    5.9;eor
        856;20030331;-999;-999;   2.2;    3;   1.0;   0;    5.200;-999;  -999;   8.7;  954.30;    7.9;   81.00;   11.5;    0.7;   -2.3;eor
        856;20030401;-999;-999;   2.2;    3;   0.1;   4;   11.400;-999;  -999;   6.6;  952.70;    7.7;   66.00;   16.5;   -1.6;   -3.6;eor
        856;20030402;-999;-999;   4.6;    3;   6.1;   4;    0.000;-999;  -999;   7.1;  940.70;    5.0;   82.00;   10.6;    1.9;    1.4;eor
        856;20030403;-999;-999;   2.9;    3;   5.0;   4;    0.000;-999;  -999;   6.7;  949.60;    2.1;   94.00;    3.6;    0.9;    0.1;eor
        856;20030404;-999;-999;   2.1;    3;   0.0;   4;    1.800;-999;  -999;   6.0;  958.80;    2.4;   84.00;    5.9;    0.2;   -2.6;eor
        856;20030405;-999;-999;   5.5;    3;   3.7;   4;    0.000;-999;  -999;   6.1;  954.10;    4.0;   75.00;    6.5;    0.9;   -2.1;eor
        856;20030406;-999;-999;   4.2;    3;   0.5;   4;    2.000;-999;  -999;   4.3;  953.00;   -0.9;   77.00;    3.0;   -3.7;   -4.7;eor
        856;20030407;-999;-999;   3.4;    3;   0.2;   4;    1.600;-999;  -999;   3.6;  954.50;   -3.5;   76.00;   -1.5;   -5.2;   -5.5;eor
        856;20030408;-999;-999;   2.6;    3;   0.1;   4;   11.300;-999;  -999;   3.5;  954.40;   -0.9;   63.00;    3.6;   -4.8;   -5.4;eor
        856;20030409;-999;-999;   1.9;    3;   0.5;   0;    6.200;-999;  -999;   4.6;  946.60;    0.2;   74.00;    4.4;   -3.1;   -3.1;eor
        856;20030410;-999;-999;   4.2;    3;   1.4;   4;    1.400;-999;  -999;   5.7;  938.30;    3.5;   74.00;    7.2;   -1.2;   -2.9;eor
        856;20030411;-999;-999;   3.1;    3;   0.0;   0;    9.900;-999;  -999;   5.0;  946.90;    2.8;   70.00;    7.7;   -1.2;   -3.3;eor
        856;20030412;-999;-999;   1.7;    3;   0.0;   0;    6.300;-999;  -999;   6.2;  950.60;    5.2;   70.00;   10.4;   -1.9;   -4.4;eor
        856;20030413;-999;-999;   3.0;    3;   0.3;   4;    8.700;-999;  -999;   7.1;  957.10;    8.3;   67.00;   14.5;    3.6;    1.0;eor
        856;20030414;-999;-999;-999;    3;  -999;-999;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
        856;20030415;-999;-999;-999;    3;  -999;-999;-999;-999;  -999;  -999;    -999;   -999;-999;   -999;   -999;-999;eor
        856;20030416;-999;-999;-999;    3;   1.0;   4;   12.700;-999;  -999;  -999;    -999;   12.2;-999;   18.3;    4.1;   -1.0;eor
        856;20030417;-999;-999;   3.8;    3;   0.7;   4;   12.600;-999;  -999;   6.4;  959.80;   10.1;   54.00;   16.4;    3.4;   -1.5;eor
        856;20030418;-999;-999;   2.8;    3;   1.3;   4;    7.900;-999;  -999;   6.4;  956.10;    8.1;   61.00;   14.0;    1.8;   -2.8;eor
        856;20030419;-999;-999;   2.6;    3;   1.9;   4;    0.300;-999;  -999;   7.5;  948.50;    4.3;   90.00;    8.9;    0.5;   -1.3;eor
        856;20030420;-999;-999;   2.7;    3;   0.0;   4;   10.900;-999;  -999;   6.5;  946.40;   12.5;   48.00;   -999;   -999;-999;eor
        856;20030421;-999;-999;   2.2;    3;   0.2;   4;    8.800;-999;  -999;   7.1;  948.00;   11.7;   54.00;   17.9;    4.2;    0.8;eor
        856;20030422;-999;-999;   2.1;    3;   5.0;   4;    5.500;-999;  -999;   9.7;  949.80;   10.0;   80.00;   15.5;    5.2;    1.6;eor
        856;20030423;-999;-999;   2.2;    3;   0.4;   4;    8.600;-999;  -999;   8.9;  948.90;   10.0;   75.00;   16.2;    3.2;    0.6;eor
        856;20030424;-999;-999;   1.8;    3;   0.0;   0;   12.500;-999;  -999;   7.6;  953.20;   10.9;   61.00;   16.4;    5.5;    0.4;eor
        856;20030425;-999;-999;   2.5;    3;   0.0;   0;   12.300;-999;  -999;   7.6;  953.20;   12.3;   56.00;   19.2;    4.0;   -0.9;eor
        856;20030426;-999;-999;   3.0;    3;   3.1;   4;    8.500;-999;  -999;  10.0;  947.80;   14.8;   63.00;   23.4;    6.7;    3.2;eor
        856;20030427;-999;-999;   4.3;    3;   0.1;   4;    3.900;-999;  -999;   8.8;  950.60;   11.6;   65.00;   14.6;    7.7;    4.0;eor
        856;20030428;-999;-999;   1.9;    3;   0.0;   4;    9.800;-999;  -999;   8.6;  948.20;   14.7;   54.00;   21.4;    6.1;    3.3;eor
        856;20030429;-999;-999;   2.8;    3;   0.1;   4;    9.600;-999;  -999;  10.2;  950.40;   16.4;   55.00;   21.4;    9.8;    6.1;eor
        856;20030430;-999;-999;   3.4;    3;   4.9;   4;    6.000;-999;  -999;  12.5;  949.00;   16.8;   69.00;   28.0;    9.4;    6.5;eor
        856;20030501;   10;  11.3;   2.3;    3;   0.0;   0;    5.000;-999;  -999;   9.3;  957.20;   12.4;   67.00;   17.3;    8.6;    6.4;eor
        856;20030502;   10;   9.9;   1.9;    3;   3.9;   4;    7.600;-999;  -999;  11.1;  952.10;   13.3;   73.00;   20.5;    5.6;    2.7;eor
        856;20030503;   10;  11.9;   3.6;    3;   0.1;   0;    6.900;-999;  -999;   8.9;  958.50;   11.3;   68.00;   15.8;    5.5;    1.6;eor
        856;20030504;   10;   7.6;   3.1;    3;   0.0;   0;   13.300;-999;  -999;   8.9;  957.30;   14.4;-999;   -999;   -999;-999;eor
        856;20030505;   10;   8.4;   3.3;    3;   0.0;   0;   13.200;-999;  -999;  11.0;  951.30;   20.0;   49.00;   28.2;    8.0;    4.6;eor
        856;20030506;   10;   7.8;   2.3;    3;   0.0;   0;   11.400;-999;  -999;  10.2;  951.60;   22.6;   38.00;   29.0;   14.5;   10.4;eor
        856;20030507;   10;   6.6;   2.3;    3;   0.0;   4;   12.800;-999;  -999;  14.7;  955.30;   19.5;   65.00;   25.8;   14.3;   11.2;eor
        856;20030508;   10;   7.3;   1.8;    3;   0.3;   4;   11.500;-999;  -999;  14.3;  953.00;   20.5;   63.00;   27.6;   11.7;   10.3;eor
        856;20030509;   10;  19.5;   2.7;    3;  -999;-999;    6.300;-999;  -999;  13.3;  954.00;   15.5;   77.00;   21.3;   11.4;    8.9;eor
        856;20030510;   10;   6.8;   2.3;    3;  -999;-999;    7.500;-999;  -999;  13.8;  955.10;   14.9;   83.00;   20.0;   10.9;   10.4;eor
        856;20030511;   10;   6.4;   2.0;    3;  -999;-999;    2.800;-999;  -999;  14.8;  955.40;   14.7;   89.00;   18.6;   12.0;   11.1;eor
        856;20030512;   10;  11.4;   2.4;    3;  -999;-999;    1.300;-999;  -999;  13.2;  954.00;   13.8;   84.00;   17.4;    8.9;    7.2;eor
        856;20030513;   10;  14.4;   3.1;    3;  -999;-999;    2.200;-999;  -999;  11.3;  951.90;   10.0;   91.00;   15.3;    5.2;    5.0;eor
        856;20030514;   10;  16.8;   3.7;    3;  -999;-999;    3.200;-999;  -999;   7.7;  956.60;    6.7;   79.00;   10.6;    4.3;    3.9;eor
        856;20030515;   10;  10.4;   3.6;    3;  -999;-999;    7.600;-999;  -999;   7.5;  958.00;    7.0;   75.00;   11.9;    1.5;   -0.3;eor
        856;20030516;   10;   7.2;   3.1;    3;  -999;-999;   13.500;-999;  -999;   7.6;  952.70;    9.1;   69.00;   16.4;    0.2;   -1.6;eor
        856;20030517;   10;  14.0;   2.5;    3;  -999;-999;    9.600;-999;  -999;  10.1;  950.80;   13.2;   70.00;   20.1;    4.8;    3.0;eor
        856;20030518;   10;   8.2;   2.1;    3;  -999;-999;    9.100;-999;  -999;  12.2;  954.10;   14.0;   78.00;   18.5;    8.5;    6.1;eor
        856;20030519;   10;  19.8;   3.5;    3;  -999;-999;   10.200;-999;  -999;  13.1;  951.00;   17.5;   68.00;   24.0;   11.5;   10.8;eor
        856;20030520;   10;   9.5;   3.0;    3;  -999;-999;    0.200;-999;  -999;  10.6;  954.60;   10.4;   85.00;   12.8;    7.9;    7.5;eor
        856;20030521;   10;  16.6;   5.0;    3;  -999;-999;    4.400;-999;  -999;   9.1;  959.00;    9.4;   78.00;   13.1;    7.3;    7.0;eor
        856;20030522;   10;   9.4;   3.6;    3;  -999;-999;    3.400;-999;  -999;   9.3;  961.10;   11.8;   68.00;   16.1;    8.6;    7.7;eor
        856;20030523;   10;   6.6;   2.8;    3;  -999;-999;    7.000;-999;  -999;  12.5;  955.30;   14.6;   77.00;   20.4;    9.6;    8.3;eor
        856;20030524;   10;   9.4;   3.4;    3;  -999;-999;   14.400;-999;  -999;  12.7;  945.60;   18.8;   61.00;   26.6;    9.1;    6.2;eor
        856;20030525;   10;  12.1;   3.2;    3;  -999;-999;    6.700;-999;  -999;  13.9;  948.70;   17.5;   70.00;   20.8;   14.0;   11.9;eor
        856;20030526;   10;   6.4;   2.0;    3;  -999;-999;    0.100;-999;  -999;  14.6;  954.40;   14.5;   88.00;   16.9;   12.3;   12.0;eor
        856;20030527;   10;   6.7;   1.8;    3;  -999;-999;    1.400;-999;  -999;  16.7;  955.80;   16.9;   88.00;   21.8;   13.9;   12.6;eor
        856;20030528;   10;  10.1;   3.0;    3;  -999;-999;    5.500;-999;  -999;  15.5;  954.80;   17.2;   80.00;   22.3;   12.8;   11.6;eor
        856;20030529;   10;  10.0;   3.4;    3;  -999;-999;    9.900;-999;  -999;  15.2;  951.90;   17.8;   76.00;   24.2;   10.7;    9.0;eor
        856;20030530;   10;   7.4;   2.2;    3;  -999;-999;   14.200;-999;  -999;  14.9;  950.70;   19.3;   69.00;   25.6;   11.9;    9.8;eor
        856;20030531;   10;   9.7;   2.1;    3;  -999;-999;    8.800;-999;  -999;  15.4;  950.00;   18.3;   75.00;   25.9;   12.4;    9.7;eor
        856;20030601;   10;   9.1;   2.8;    3;  -999;-999;   11.900;-999;  -999;  15.0;  949.70;   18.5;   73.00;   24.8;   13.1;    9.8;eor
        856;20030602;   10;   8.7;   2.9;    3;  -999;-999;   14.700;-999;  -999;  13.0;  949.20;   18.6;   64.00;   24.8;    9.7;    8.2;eor
        856;20030603;   10;   8.0;   2.1;    3;  -999;-999;   14.500;-999;  -999;  14.9;  950.90;   19.5;   68.00;   25.9;   11.2;    9.4;eor
        856;20030604;   10;   8.0;   2.1;    3;  -999;-999;   12.400;-999;  -999;  15.8;  952.70;   21.7;   64.00;   28.5;   13.8;   11.2;eor
        856;20030605;   10;  16.2;   2.6;    3;  -999;-999;    8.600;-999;  -999;  17.2;  955.00;   21.2;   72.00;   30.1;   15.9;   13.5;eor
        856;20030606;   10;   8.1;   1.7;    3;  -999;-999;    6.000;-999;  -999;  18.3;  956.80;   19.5;   82.00;   24.1;   14.9;   14.3;eor
        856;20030607;   10;   8.4;   2.6;    3;  -999;-999;    9.600;-999;  -999;  18.5;  955.00;   20.5;   78.00;   25.6;   15.0;   12.9;eor
        856;20030608;   10;  11.7;   2.3;    3;  -999;-999;   12.800;-999;  -999;  17.1;  951.90;   22.6;   65.00;   29.1;   15.4;   13.8;eor
        856;20030609;   10;  13.4;   2.7;    3;  -999;-999;    7.400;-999;  -999;  17.9;  956.50;   19.6;   79.00;   24.4;   15.0;   13.2;eor
        856;20030610;   10;   5.4;   1.9;    3;  -999;-999;   14.000;-999;  -999;  16.6;  954.90;   22.1;   65.00;   29.2;   13.5;   11.8;eor
        856;20030611;   10;   9.4;   2.4;    3;  -999;-999;   10.900;-999;  -999;  19.1;  956.80;   22.1;   73.00;   28.1;   16.6;   14.9;eor
        856;20030612;   10;  14.4;   2.3;    3;  -999;-999;   12.300;-999;  -999;  18.1;  956.20;   23.6;   65.00;   30.6;   15.8;-999;eor
        856;20030613;   10;  13.4;   2.9;    3;   0.0;   0;   11.300;-999;  -999;  17.2;  957.60;   22.3;   65.00;   26.7;   17.0;   14.9;eor
        856;20030614;   10;  24.8;   2.3;    3;  13.9;   4;   11.500;-999;  -999;  17.4;  956.10;   20.9;   73.00;   29.4;   15.1;   13.6;eor
        856;20030615;   10;   9.9;   2.4;    3;   0.0;   0;   11.800;-999;  -999;  17.4;  954.10;   20.1;   76.00;   24.2;   15.7;   14.6;eor
        856;20030616;   10;   7.3;   2.3;    3;   0.0;   0;    6.400;-999;  -999;  15.6;  951.00;   19.5;   70.00;   23.8;   14.2;   11.1;eor
        856;20030617;   10;   5.3;   2.0;    3;   6.0;   4;   14.300;-999;  -999;  14.4;  949.70;   19.5;   65.00;   25.5;   11.7;    9.5;eor
        856;20030618;   10;  16.0;   4.5;    3;   3.8;   4;    3.700;-999;  -999;  15.9;  954.20;   17.8;   79.00;   22.0;   15.5;   15.0;eor
        856;20030619;   10;  11.9;   4.4;    3;   0.3;   4;    0.800;-999;  -999;  15.1;  958.80;   18.5;   71.00;   21.1;   16.4;   15.1;eor
        856;20030620;   10;  13.3;   4.5;    3;   2.9;   4;    1.900;-999;  -999;  16.6;  954.70;   19.0;   76.00;   22.2;   17.4;   16.0;eor
        856;20030621;   10;   8.6;   2.5;    3;   0.0;   0;   10.700;-999;  -999;  11.2;  954.30;   16.7;   59.00;   21.6;   11.4;    9.0;eor
        856;20030622;   10;   4.7;   2.0;    3;   0.0;   4;   15.200;-999;  -999;  12.5;  951.50;   18.2;   62.00;   26.3;    9.4;    7.4;eor
        856;20030623;   10;  13.8;   3.1;    3;   0.2;   4;   13.900;-999;  -999;  13.1;  949.10;   24.2;   47.00;   32.7;   12.6;    9.5;eor
        856;20030624;   10;   6.7;   2.3;    3;   0.1;   4;    8.300;-999;  -999;  17.1;  954.20;   22.0;   65.00;   26.6;   17.3;   14.7;eor
        856;20030625;   10;   4.3;   2.0;    3;   0.0;   4;    7.400;-999;  -999;  17.2;  955.00;   21.1;   70.00;   25.0;   17.2;   14.8;eor
        856;20030626;   10;   9.6;   1.8;    3;   3.2;   4;    8.400;-999;  -999;  15.0;  951.90;   20.7;   64.00;   25.7;   15.7;   12.9;eor
        856;20030627;   10;   8.0;   2.3;    3;   6.4;   4;    4.100;-999;  -999;  16.8;  951.10;   17.7;   84.00;   23.4;   14.8;   12.4;eor
        856;20030628;   10;   6.9;   2.3;    3;   0.0;   0;    7.900;-999;  -999;  16.4;  950.80;   18.7;   78.00;   23.6;   14.7;   13.6;eor
        856;20030629;   10;   4.1;   1.6;    3;   0.0;   0;   13.400;-999;  -999;  14.2;  947.10;   20.7;   62.00;   27.9;   13.4;   11.5;eor
        856;20030630;   10;   8.2;   2.7;    3;   0.1;   4;   13.500;-999;  -999;  14.0;  942.90;   24.2;   49.00;   31.7;   15.3;   12.0;eor
        856;20030701;   10;  13.5;   4.0;    3;  18.5;   4;    0.900;-999;  -999;  15.1;  943.70;   16.7;   80.00;   23.4;   11.3;   10.4;eor
        856;20030702;   10;  10.4;   4.3;    3;   3.2;   4;    9.800;-999;  -999;  12.0;  945.30;   16.7;   65.00;   22.7;   11.4;   10.0;eor
        856;20030703;   10;  12.3;   4.1;    3;   2.8;   4;    3.200;-999;  -999;  12.8;  948.40;   14.3;   79.00;   18.5;   10.8;    8.6;eor
        856;20030704;   10;  11.8;   3.1;    3;   9.8;   4;    1.600;-999;  -999;  12.8;  951.40;   13.3;   84.00;   16.6;    9.8;    8.4;eor
        856;20030705;   10;  12.4;   4.9;    3;   2.9;   4;    1.200;-999;  -999;  12.9;  953.10;   14.8;   77.00;   17.6;   12.7;   11.9;eor
        856;20030706;   10;   6.5;   2.5;    3;   0.0;   0;    9.400;-999;  -999;  13.4;  955.30;   17.1;   70.00;   21.2;   13.2;   12.3;eor
        856;20030707;   10;   5.4;   1.7;    3;   0.0;   0;   13.100;-999;  -999;  13.3;  957.60;   18.0;   67.00;   23.3;   11.1;    8.9;eor
        856;20030708;   10;   5.4;   1.6;    3;   0.0;   0;    9.800;-999;  -999;  13.9;  956.50;   18.8;   66.00;   23.4;   13.2;   11.2;eor
        856;20030709;   10;   9.9;   2.0;    3;   0.0;   4;    7.700;-999;  -999;  13.9;  954.30;   18.6;   66.00;   24.6;   12.9;   10.9;eor
        856;20030710;   10;   7.4;   2.7;    3;   0.0;   4;    8.500;-999;  -999;  14.3;  954.30;   19.3;   66.00;   24.1;   14.8;   13.4;eor
        856;20030711;   10;   5.0;   1.7;    3;   0.0;   4;   13.800;-999;  -999;  13.1;  955.00;   19.9;   59.00;   25.6;   12.8;   10.2;eor
        856;20030712;   10;   7.6;   2.5;    3;   0.0;   4;    6.500;-999;  -999;  15.5;  954.70;   20.5;   65.00;   26.1;   14.8;   11.9;eor
        856;20030713;   10;   6.6;   2.3;    3;   0.0;   0;   13.000;-999;  -999;  12.9;  954.60;   18.6;   62.00;   24.3;   12.2;    8.7;eor
        856;20030714;   10;  10.4;   4.4;    3;   0.0;   0;   15.200;-999;  -999;  10.2;  952.00;   17.6;   54.00;   24.8;    9.2;    5.9;eor
        856;20030715;   10;   6.4;   2.2;    3;   0.0;   0;   15.000;-999;  -999;  12.0;  949.30;   19.5;   56.00;   27.9;    9.3;    6.6;eor
        856;20030716;   10;  25.9;   3.6;    3;   3.2;   4;   12.300;-999;  -999;  15.3;  948.50;   22.4;   61.00;   31.8;   13.4;   10.6;eor
        856;20030717;   10;  19.1;   2.7;    3;  20.9;   4;    3.900;-999;  -999;  18.2;  955.20;   17.8;   90.00;   24.7;   12.1;   10.9;eor
        856;20030718;   10;   5.0;   2.0;    3;   0.0;   0;   10.800;-999;  -999;  14.3;  959.70;   17.6;   74.00;   23.6;   11.8;   10.2;eor
        856;20030719;   10;   9.3;   3.4;    3;   0.1;   4;   14.900;-999;  -999;  13.4;  957.70;   19.5;   63.00;   26.2;   11.2;    8.9;eor
        856;20030720;   10;   4.5;   1.9;    3;   0.0;   0;   14.800;-999;  -999;  14.4;  953.60;   21.6;   60.00;   30.1;   12.5;   10.0;eor
        856;20030721;   10;  19.8;   3.2;    3;   2.3;   4;   10.400;-999;  -999;  16.0;  954.20;   22.1;   63.00;   31.2;   16.1;   13.2;eor
        856;20030722;   10;   6.2;   1.9;    3;  -999;-999;-999;-999;  -999;  15.6;  955.50;   23.4;   57.00;   -999;   -999;-999;eor
        856;20030723;   10;  18.7;-999;    3;   0.0;   0;   10.900;-999;  -999;  -999;    -999;   20.4;-999;   25.7;   15.2;   12.8;eor
